ID,JournalLineNumber,Year,TransactionJournalEntryDescription,PostedDate,EffectiveDate,GeneralLedgerAccountNumber,AccountDescription,TransactionAmount,DebitCreditIndicator,Vendname
683533,1,2015,NULL,52:00.0,18-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
683557,1,2015,NULL,33:00.0,31-07-2015,70200-6010              ,Advertising - Radio                ,-34,CR,KLTY                                         
683870,1,2015,NULL,51:00.0,01-07-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
683886,1,2015,NULL,16:00.0,21-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
683906,1,2015,NULL,25:00.0,25-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
683910,1,2015,NULL,25:00.0,25-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
683914,1,2015,NULL,26:00.0,25-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
684282,1,2015,NULL,26:00.0,26-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
684286,1,2015,NULL,26:00.0,26-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
684980,1,2015,NULL,18:00.0,04-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
686083,2,2015,NULL,21:00.0,28-05-2015,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
686089,1,2015,NULL,41:00.0,24-05-2015,70300-6010              ,Advertising - Television           ,22950,DR,WFAA                                         
686731,1,2015,NULL,00:00.0,27-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
686763,1,2015,NULL,19:00.0,03-07-2015,70101-6010              ,Advertising Allocation Account     ,7737.12,DR,VELOCIFY                                     
686777,1,2015,NULL,43:00.0,06-07-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
686781,1,2015,NULL,44:00.0,06-07-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
686795,2,2015,NULL,06:00.0,30-06-2015,70101-6010              ,Advertising Allocation Account     ,550,DR,12 INTERACTIVE LLC DBA PERKSPOT              
686846,1,2015,NULL,02:00.0,31-05-2015,70200-6010              ,Advertising - Radio                ,550,DR,KLTY                                         
686848,2,2015,NULL,02:00.0,31-05-2015,70200-6010              ,Advertising - Radio                ,16885.25,DR,KLTY                                         
687338,1,2015,NULL,56:00.0,26-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
687342,1,2015,NULL,00:00.0,26-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
687453,1,2015,NULL,01:00.0,27-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
687692,1,2015,NULL,01:00.0,27-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
687696,1,2015,NULL,01:00.0,27-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
687700,1,2015,NULL,02:00.0,27-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
687704,1,2015,NULL,03:00.0,29-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
689565,1,2015,NULL,41:00.0,17-07-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
689678,1,2015,NULL,33:00.0,01-05-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
689902,1,2015,NULL,41:00.0,17-07-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
690271,1,2015,NULL,46:00.0,07-07-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
691862,1,2015,NULL,56:00.0,01-08-2015,70200-6010              ,Advertising - Radio                ,531.25,DR,KRLD - FM                                    
693211,11,2015,Mortage returns                    ,01:00.0,30-06-2015,70101-6010              ,Advertising Allocation Account     ,1640,DR,                                             
693545,12,2015,Kreller Group                      ,01:00.0,30-06-2015,70101-6010              ,Advertising Allocation Account     ,1357.19,DR,                                             
694054,1,2015,NULL,51:00.0,23-07-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
697873,1,2015,NULL,16:00.0,29-06-2015,70101-6010              ,Advertising Allocation Account     ,480,DR,CLIX MARKETING GROUP INC.                    
698941,2,2015,NULL,08:00.0,05-06-2015,70101-6010              ,Advertising Allocation Account     ,6100,DR,WRIGHTIMC                                    
699749,1,2015,NULL,15:00.0,23-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
699753,1,2015,NULL,15:00.0,23-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
699757,1,2015,NULL,16:00.0,24-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
699761,1,2015,NULL,16:00.0,24-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
699765,1,2015,NULL,17:00.0,24-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
699769,1,2015,NULL,18:00.0,25-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
702131,1,2015,NULL,13:00.0,30-06-2015,70300-6010              ,Advertising - Television           ,5355,DR,KTVT-11                                      
702856,1,2015,1810237409,34:00.0,30-06-2015,70200-6010              ,Advertising - Radio                ,1746.75,DR,WBAP-AM                                      
702858,2,2015,1810237409,34:00.0,30-06-2015,70200-6010              ,Advertising - Radio                ,9758,DR,WBAP-AM                                      
704964,11,2015,NULL,49:00.0,22-09-2015,70101-6010              ,Advertising Allocation Account     ,25,DR,STEPHEN BARTON                               
704966,1,2015,NULL,55:00.0,22-09-2015,70101-6010              ,Advertising Allocation Account     ,433.66,DR,IMAGE PRO                                    
705605,1,2015,NULL,51:00.0,30-06-2015,70500-6010              ,Advertising - Web                  ,19442.08,DR,"YAHOO, INC                                   "
706145,15,2015,Prepaid Expense amortization       ,27:00.0,31-08-2015,70101-6010              ,Advertising Allocation Account     ,2997.19,DR,                                             
706389,1,2015,1810237252;1810237269              ,23:00.0,30-06-2015,70200-6010              ,Advertising - Radio                ,216.7,DR,KLIF                                         
706391,2,2015,1810237252;1810237269              ,23:00.0,30-06-2015,70200-6010              ,Advertising - Radio                ,2380,DR,KLIF                                         
706393,3,2015,1810237252;1810237269              ,23:00.0,30-06-2015,70200-6010              ,Advertising - Radio                ,2941,DR,KLIF                                         
707249,1,2015,NULL,57:00.0,06-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
707253,1,2015,NULL,58:00.0,06-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
707363,1,2015,NULL,27:00.0,28-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
707737,1,2015,NULL,01:00.0,31-08-2015,70500-6010              ,Advertising - Web                  ,17037.39,DR,"YAHOO, INC                                   "
707749,1,2015,NULL,28:00.0,28-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
707753,1,2015,NULL,28:00.0,28-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
709431,1,2015,NULL,06:00.0,19-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
709435,2,2015,NULL,06:00.0,19-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
709786,1,2015,NULL,06:00.0,20-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
709790,2,2015,NULL,06:00.0,20-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
710201,1,2015,NULL,11:00.0,21-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
710205,2,2015,NULL,11:00.0,21-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
710384,1,2015,NULL,21:00.0,10-08-2015,70101-6010              ,Advertising Allocation Account     ,199,DR,THE REVIEW SOLUTION/THIRD COAST INTERACTIVE  
711243,1,2015,NULL,14:00.0,11-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
711245,1,2015,NULL,14:00.0,11-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
711249,1,2015,NULL,15:00.0,11-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
711437,1,2015,1188-221151                        ,33:00.0,31-08-2015,70200-6010              ,Advertising - Radio                ,10482.62,DR,KRLD - FM                                    
711439,2,2015,1188-221151                        ,33:00.0,31-08-2015,70200-6010              ,Advertising - Radio                ,5312.5,DR,KRLD - FM                                    
711891,1,2015,NULL,51:00.0,31-08-2015,70101-6010              ,Advertising Allocation Account     ,17803.25,DR,KLTY                                         
711893,2,2015,NULL,51:00.0,31-08-2015,70101-6010              ,Advertising Allocation Account     ,550,DR,KLTY                                         
712054,1,2015,NULL,34:00.0,11-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
712058,1,2015,NULL,55:00.0,04-06-2015,70101-6010              ,Advertising Allocation Account     ,7255.21,DR,VELOCIFY                                     
713198,1,2015,NULL,17:00.0,01-06-2015,70200-6010              ,Advertising - Radio                ,-21.25,CR,WBAP-AM                                      
713408,1,2015,NULL,42:00.0,31-08-2015,70300-6010              ,Advertising - Television           ,12240,DR,KTVT-11                                      
714746,1,2015,NULL,16:00.0,01-08-2015,70300-6010              ,Advertising - Television           ,-1190,CR,KDFW FOX 4                                   
714859,1,2015,NULL,01:00.0,11-09-2015,70101-6010              ,Advertising Allocation Account     ,800,DR,REPUTATION ADVOCATE/THIRD COAST INTERACTIVE  
715092,1,2015,NULL,06:00.0,26-06-2015,70300-6010              ,Advertising - Television           ,25160,DR,KDFW FOX 4                                   
715098,1,2015,NULL,28:00.0,07-07-2015,70101-6010              ,Advertising Allocation Account     ,199,DR,THE REVIEW SOLUTION/THIRD COAST INTERACTIVE  
715182,1,2015,NULL,11:00.0,31-08-2015,70300-6010              ,Advertising - Television           ,2550,DR,KTXA-TV                                      
716496,1,2015,NULL,20:00.0,16-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
716500,1,2015,NULL,33:00.0,16-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
716504,1,2015,NULL,33:00.0,17-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
716508,1,2015,NULL,34:00.0,17-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
716512,1,2015,NULL,34:00.0,17-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
716931,1,2015,NULL,58:00.0,04-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
717282,1,2015,NULL,31:00.0,30-06-2015,70200-6010              ,Advertising - Radio                ,24391.6,DR,KTCK                                         
717461,1,2015,NULL,23:00.0,31-07-2015,70300-6010              ,Advertising - Television           ,2125,DR,KDFW FOX 4                                   
717463,2,2015,NULL,23:00.0,31-07-2015,70300-6010              ,Advertising - Television           ,15130,DR,KDFW FOX 4                                   
717483,1,2015,NULL,57:00.0,04-08-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
721505,1,2015,NULL,10:00.0,20-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
721823,1,2015,NULL,10:00.0,20-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
721902,1,2015,NULL,17:00.0,01-08-2015,70200-6010              ,Advertising - Radio                ,-425,CR,WBAP-AM                                      
723209,1,2015,NULL,07:00.0,19-06-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
723977,20,2015,NULL,47:00.0,31-07-2015,70101-6010              ,Advertising Allocation Account     ,12.5,DR,STEPHEN BARTON                               
724080,2,2015,NULL,00:00.0,21-09-2015,70101-6010              ,Advertising Allocation Account     ,-6100,CR,WRIGHTIMC                                    
724082,2,2015,NULL,00:00.0,21-09-2015,70101-6010              ,Advertising Allocation Account     ,6100,DR,WRIGHTIMC                                    
725041,1,2015,NULL,38:00.0,01-07-2015,70200-6010              ,Advertising - Radio                ,204,DR,KLTY                                         
725131,1,2015,NULL,26:00.0,30-06-2015,70300-6010              ,Advertising - Television           ,13770,DR,KXAS-TV                                      
726810,1,2015,NULL,13:00.0,15-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
726814,1,2015,NULL,14:00.0,15-09-2015,70500-6010              ,Advertising - Web                  ,12000,DR,GOOGLE ADW MOUNTAIN VIEW                     
726826,2,2015,NULL,31:00.0,16-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
726828,1,2015,NULL,31:00.0,16-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
727177,1,2015,NULL,38:00.0,17-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
727181,2,2015,NULL,38:00.0,17-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
727185,1,2015,NULL,39:00.0,17-09-2015,70500-6010              ,Advertising - Web                  ,32.45,DR,MICROSOFT *BING AD800-518-5689 NV            
727540,1,2015,NULL,44:00.0,02-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
728479,1,2015,NULL,49:00.0,25-09-2015,70500-6010              ,Advertising - Web                  ,28000,DR,GOOGLE ADW MOUNTAIN VIEW                     
728491,1,2015,NULL,52:00.0,26-09-2015,70500-6010              ,Advertising - Web                  ,4000,DR,GOOGLE ADW MOUNTAIN VIEW                     
728814,1,2015,NULL,41:00.0,30-09-2015,70300-6010              ,Advertising - Television           ,4420,DR,KTVT-11                                      
728816,2,2015,NULL,51:00.0,30-09-2015,70200-6010              ,Advertising - Radio                ,550,DR,KLTY                                         
729462,1,2015,NULL,51:00.0,30-06-2015,70300-6010              ,Advertising - Television           ,23672.5,DR,WFAA                                         
730620,1,2015,NULL,48:00.0,31-08-2015,70200-6010              ,Advertising - Radio                ,22113.6,DR,KTCK                                         
730860,1,2015,NULL,05:00.0,09-10-2015,70101-6010              ,Advertising Allocation Account     ,199,DR,THE REVIEW SOLUTION/THIRD COAST INTERACTIVE  
731300,1,2015,NULL,36:00.0,09-10-2015,70300-6010              ,Advertising - Television           ,3485,DR,KDFW FOX 4                                   
731302,1,2015,NULL,14:00.0,01-10-2015,70200-6010              ,Advertising - Radio                ,-148.75,CR,WBAP-AM                                      
731304,1,2015,NULL,46:00.0,01-10-2015,70200-6010              ,Advertising - Radio                ,-195.5,CR,KLTY                                         
731718,2,2015,Reclass WBAP from 3010 to 6010     ,45:00.0,01-09-2015,70200-6010              ,Advertising - Radio                ,13260,DR,                                             
731813,1,2015,NULL,40:00.0,15-07-2015,70101-6010              ,Advertising Allocation Account     ,4000,DR,DRIVEN LOCAL                                 
731815,1,2015,NULL,41:00.0,15-07-2015,70101-6010              ,Advertising Allocation Account     ,10000,DR,DRIVEN LOCAL                                 
732126,1,2015,NULL,58:00.0,02-09-2015,70101-6010              ,Advertising Allocation Account     ,199,DR,THE REVIEW SOLUTION/THIRD COAST INTERACTIVE  
732179,2,2015,NULL,00:00.0,12-10-2015,70101-6010              ,Advertising Allocation Account     ,-912.65,CR,GRAIG WILLIAMS                               
732181,1,2015,NULL,19:00.0,12-10-2015,70101-6010              ,Advertising Allocation Account     ,912.65,DR,12 INTERACTIVE LLC DBA PERKSPOT              
